V     B-V     U-B     V-I     V-K     Mv   CL Typ    Teff   logg  Pop  Age     Mass   Mbol    Radius   [M/H]    [a/Fe]  longitude   latitude   RAJ2000     DECJ2000   Dist     x_Gal    y_Gal    z_Gal     Av       errMv     errMass     errAge     errTeff    errLogg    errMet     errAlphaFe     errBand_V  errBand_B  errBand_U  errBand_I  errBand_K                                                                             
  17.742  0.738   0.183   0.849   1.974   6.21  5 5.75    5313.  4.60  11 12.0116  0.684    5.982    0.667  -0.640   0.255    95.516045   59.984779  214.927170   52.188358   1.9403  -8.0933   0.9661   1.6951   0.072    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0207     0.0109     0.0019     0.0216     0.0017
  17.538  0.676   0.038   0.835   1.860   6.03  5 5.60    5447.  4.85  11 12.1239  0.715    5.812    0.689  -0.803   0.310    96.532150   59.709438  214.597244   52.732346   1.9382  -8.1112   0.9713   1.6886   0.076    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0027    -0.0136    -0.0282    -0.0154    -0.0027
  16.755  0.635   0.052   0.694   1.590   5.29  5 5.15    5824.  4.65  11 11.9311  0.692    5.271    0.780  -0.434   0.219    95.947418   60.182735  214.450378   52.183018   1.9195  -8.0989   0.9493   1.6804   0.068    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0195    -0.0022     0.0235     0.0024    -0.0237
  16.656  0.530  -0.074   0.710   1.543   5.15  5 5.05    5914.  4.45  11 11.9974  0.820    5.083    0.824  -0.883   0.300    96.558731   59.748344  214.538559   52.711632   1.9318  -8.1112   0.9669   1.6837   0.076    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0022    -0.0260     0.0131    -0.0196     0.0132
  16.082  0.510  -0.142   0.672   1.530   4.55  5 4.90    6114.  4.43  11 12.0741  0.931    4.698    0.935  -0.798   0.265    96.009712   59.468731  215.187714   52.738846   1.9319  -8.1028   0.9760   1.6791   0.078    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0266     0.0188     0.0043     0.0071    -0.0239
  15.762  0.485  -0.097   0.623   1.347   4.24  5 4.75    6137.  4.06  11 12.1602  0.943    4.108    1.177  -0.793   0.316    96.531876   59.677971  214.631409   52.756065   1.9590  -8.1125   0.9826   1.7060   0.077    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0116    -0.0132     0.0151    -0.0168     0.0306
  21.058  1.430   1.168   1.817   3.678   9.46  5 7.05    3758.  4.90   8 10.0187  0.294    8.454    0.409  -0.468   0.249    97.471886   59.917301  213.777786   52.877468   2.0068  -8.1308   0.9973   1.7515   0.074    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0111     0.0060    -0.0015     0.0163    -0.0253
  20.556  1.350   1.163   1.665   3.423   8.98  5 6.95    4014.  5.00   8 10.2257  0.516    8.012    0.468  -0.792   0.229    96.905594   59.861904  214.197708   52.738388   1.9957  -8.1205   0.9947   1.7409   0.072    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0030    -0.0120     0.0125     0.0210    -0.0035
  18.986  1.092   0.978   1.097   2.527   7.43  5 6.50    4560.  4.70   8  9.8769  0.682    6.875    0.605  -0.048   0.110    96.058556   60.062649  214.511414   52.309856   1.9755  -8.1041   0.9804   1.7269   0.072    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0083     0.0226    -0.0305    -0.0026     0.0296
  17.906  0.824   0.342   0.908   2.113   6.34  5 6.05    5162.  4.58   8  9.8697  0.768    6.114    0.682  -0.546   0.228    97.208473   60.094559  213.759705   52.656929   1.9850  -8.1242   0.9818   1.7357   0.074    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0013    -0.0090    -0.0118    -0.0132    -0.0036
  16.127  0.495  -0.102   0.633   1.467   4.57  5 4.85    6084.  4.26   8  9.9193  0.901    4.306    1.105  -0.809   0.318    96.890862   59.374828  214.730515   53.104584   1.9692  -8.1204   0.9959   1.7095   0.076    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0033     0.0002     0.0434     0.0106    -0.0120
  21.765  1.328   0.862   1.608   3.255  10.17  5 7.00    3981.  5.26   9 13.9181  0.303    9.278    0.266  -1.703   0.253    96.016953   59.774155  214.849258   52.512836   2.0065  -8.1059   1.0045   1.7487   0.074    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0090     0.0026    -0.0094    -0.0125    -0.0026
  21.542  1.343   0.758   1.531   3.054  10.04  5 6.95    3985.  4.92   9 13.9633  0.175    9.113    0.282  -2.462   0.300    96.393730   60.066303  214.300491   52.416656   1.9758  -8.1098   0.9798   1.7272   0.076    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0529     0.0053    -0.0091    -0.0032    -0.0006
  18.809  0.938   0.415   0.930   2.206   7.29  5 6.25    4842.  4.56   9 13.9527  0.712    6.866    0.531  -1.419   0.244    96.238037   59.691250  214.801605   52.648689   1.9999  -8.1097   1.0033   1.7415   0.074    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0619    -0.0319    -0.0341    -0.0385     0.0283
  21.718  1.504   1.089   1.713   3.504  10.21  5 7.05    3769.  4.81  11 12.1395  0.352    9.022    0.322  -0.780   0.280    95.736130   59.530418  215.290268   52.600216   1.9714  -8.0999   0.9946   1.7141   0.067    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0370     0.0109    -0.0297     0.0143     0.0371
  21.631  1.428   1.107   1.711   3.537  10.09  5 7.05    3853.  4.91  11 12.0609  0.295    8.866    0.341  -1.138   0.333    95.763313   59.845238  214.928268   52.375008   1.9601  -8.0989   0.9797   1.7098   0.073    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0091    -0.0027     0.0015     0.0113    -0.0207
  21.390  1.385   1.121   1.732   3.526   9.79  5 7.05    3901.  4.88  11 11.8751  0.450    8.713    0.358  -0.729   0.310    97.300125   59.855061  213.953522   52.870720   1.9919  -8.1271   0.9922   1.7375   0.077    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0243    -0.0063     0.0060     0.0087    -0.0042
  21.156  1.404   1.074   1.679   3.450   9.62  5 7.00    3866.  4.89  11 12.0235  0.456    8.559    0.377  -0.522   0.202    97.378189   59.830940  213.928925   52.914291   1.9628  -8.1267   0.9783   1.7119   0.077    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0028     0.0064    -0.0247     0.0163     0.0102
  21.001  1.328   1.088   1.698   3.397   9.40  5 7.00    3938.  4.85  11 11.8807  0.334    8.405    0.398  -0.961   0.371    97.160492   59.785221  214.117004   52.879509   1.9802  -8.1242   0.9887   1.7262   0.077    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0350    -0.0028     0.0335    -0.0447    -0.0127
  20.814  1.344   1.061   1.637   3.358   9.27  5 6.90    3946.  4.75  11 11.9290  0.617    8.252    0.417  -0.764   0.243    97.308044   59.585484  214.234650   53.080570   1.9611  -8.1263   0.9847   1.7062   0.074    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0056    -0.0028    -0.0410     0.0131     0.0142
  20.539  1.340   1.032   1.588   3.268   8.97  5 6.90    3978.  4.91  11 12.0800  0.413    8.101    0.437  -0.753   0.352    96.613136   59.524410  214.746094   52.899128   1.9992  -8.1168   1.0072   1.7380   0.070    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0048     0.0137    -0.0070    -0.0172    -0.0170
  20.399  1.238   0.934   1.455   3.054   8.78  5 6.80    4108.  4.77  11 11.9320  0.533    7.803    0.476  -1.150   0.313    95.953491   60.035820  214.604904   52.295467   2.0074  -8.1040   0.9972   1.7540   0.078    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0219     0.0093     0.0372     0.0159     0.0023
  19.834  1.252   0.913   1.399   2.986   8.26  5 6.75    4225.  4.65  11 12.0940  0.490    7.657    0.495  -0.971   0.265    97.084564   59.929153  214.012695   52.744610   1.9996  -8.1236   0.9943   1.7455   0.073    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0051     0.0181     0.0103     0.0062    -0.0241
  18.157  0.878   0.312   0.866   2.076   6.65  5 6.10    5072.  4.70  11 11.9984  0.687    6.310    0.632  -1.057   0.361    96.789093   59.333218  214.841232   53.102322   1.9682  -8.1187   0.9969   1.7080   0.083    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0468     0.0021     0.0201    -0.0123     0.0119
  17.551  0.700   0.144   0.809   1.829   6.00  5 5.60    5467.  4.82  11 12.0192  0.626    5.812    0.689  -0.812   0.302    95.460075   59.851788  215.106506   52.268349   1.9779  -8.0945   0.9889   1.7254   0.070    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0045    -0.0044     0.0348     0.0071     0.0214
  17.572  0.625  -0.003   0.794   1.775   6.00  5 5.45    5568.  4.56  11 12.0431  0.784    5.637    0.713  -0.720   0.296    95.468475   59.954212  214.989365   52.195160   1.9827  -8.0946   0.9882   1.7313   0.075    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0080    -0.0190    -0.0366     0.0018    -0.0064
  15.886  0.535  -0.079   0.602   1.371   4.33  5 4.75    6142.  4.27  11 12.0343  0.921    4.108    1.177  -0.730   0.305    96.317184   59.155762  215.338196   53.076981   2.0049  -8.1131   1.0217   1.7363   0.069    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0200     0.0234     0.0560    -0.0071    -0.0127
  19.476  1.225   0.969   1.245   2.846   7.87  5 6.60    4341.  5.03   8  9.9800  0.561    7.161    0.573  -0.595   0.274    97.501968   59.737141  213.948105   53.026299   2.0558  -8.1353   1.0272   1.7906   0.075    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0302     0.0096    -0.0106     0.0281    -0.0189
  18.257  0.900   0.600   0.893   2.137   6.66  5 6.20    5072.  4.53   8 10.0994  0.709    6.272    0.664  -0.162   0.117    97.316376   59.653214  214.157059   53.031242   2.0285  -8.1305   1.0165   1.7655   0.071    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0071     0.0006    -0.0178     0.0207     0.0220
  17.698  0.827   0.347   0.830   1.990   6.13  5 5.90    5187.  4.71   8  9.9392  0.642    5.952    0.702  -0.467   0.203    97.565987   59.626328  214.023849   53.132385   2.0219  -8.1346   1.0134   1.7593   0.074    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0308    -0.0014     0.0059     0.0140     0.0075
  16.392  0.578  -0.016   0.661   1.517   4.81  5 5.05    5900.  4.64   8 10.1407  0.707    4.886    0.902  -0.530   0.247    96.512863   59.865776  214.441086   52.607574   2.0396  -8.1161   1.0173   1.7790   0.069    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0355    -0.0259     0.0188    -0.0074    -0.0063
  15.835  0.553  -0.092   0.594   1.409   4.28  5 4.85    5975.  4.39   8 10.0087  0.945    4.306    1.105  -0.484   0.204    97.440002   59.705273  214.021988   53.031002   2.0316  -8.1327   1.0162   1.7691   0.070    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0564    -0.0204    -0.0171    -0.0126    -0.0292
  21.746  1.338   0.753   1.590   3.214  10.12  5 7.00    3931.  5.02   9 13.9565  0.142    9.278    0.266  -2.191   0.232    95.924919   59.468845  215.240662   52.710060   2.0355  -8.1067   1.0285   1.7683   0.074    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0104     0.0291    -0.0264    -0.0035    -0.0118
  21.658  1.506   1.083   1.763   3.554  10.07  5 7.05    3812.  4.92  11 11.9742  0.292    9.022    0.322  -0.888   0.297    95.600861   59.518707  215.386932   52.562874   2.0113  -8.0996   1.0154   1.7483   0.072    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0006     0.0490     0.0098    -0.0133     0.0072
  21.564  1.406   1.118   1.780   3.574   9.95  5 7.05    3800.  4.85  11 12.1533  0.230    8.866    0.341  -0.833   0.287    96.072670   59.628891  214.972916   52.640289   2.0271  -8.1084   1.0192   1.7639   0.075    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0052    -0.0305    -0.0387    -0.0197    -0.0081
  21.298  1.428   1.108   1.766   3.530   9.66  5 7.05    3845.  4.84  11 12.0168  0.411    8.713    0.358  -0.713   0.306    96.658653   59.362152  214.893463   53.036922   2.0435  -8.1208   1.0344   1.7732   0.076    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0082     0.0193    -0.0007    -0.0124     0.0126
  21.319  1.413   1.078   1.651   3.382   9.72  5 7.00    3923.  5.13  11 11.9467  0.273    8.559    0.377  -0.848   0.290    96.247025   60.310051  214.131104   52.184273   2.0416  -8.1100   1.0052   1.7886   0.074    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0208     0.0057     0.0261    -0.0345    -0.0197
  21.242  1.421   1.172   1.680   3.420   9.66  5 7.00    4043.  5.00  11 12.1777  0.577    8.405    0.398  -0.468   0.276    95.444885   59.855209  215.112030   52.260693   2.0330  -8.0969   1.0163   1.7730   0.073    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0367     0.0026     0.0260     0.0011     0.0245
  20.522  1.266   0.971   1.451   3.121   8.90  5 6.85    4179.  4.74  11 11.9579  0.496    7.952    0.457  -0.912   0.334    95.878578   59.798599  214.908157   52.448376   2.0359  -8.1049   1.0188   1.7745   0.078    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0051    -0.0116     0.0045     0.0497     0.0100
  19.739  1.199   0.960   1.394   2.933   8.08  5 6.70    4410.  4.84  11 11.9505  0.429    7.512    0.511  -0.735   0.297    96.299919   60.142124  214.277542   52.328682   2.0536  -8.1122   1.0162   1.7960   0.076    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0206     0.0045    -0.0077    -0.0031    -0.0008
  19.363  1.113   0.932   1.141   2.708   7.75  5 6.50    4570.  4.72  11 12.0220  0.505    7.078    0.558  -0.654   0.237    96.245155   59.812943  214.665329   52.559429   2.0426  -8.1117   1.0210   1.7806   0.069    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0051    -0.0049     0.0435     0.0393     0.0044
  18.940  0.961   0.675   1.033   2.458   7.32  5 6.35    4735.  4.75  11 11.9074  0.471    6.779    0.587  -0.715   0.313    97.210739   59.821140  214.046677   52.868122   2.0298  -8.1281   1.0123   1.7697   0.073    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0057    -0.0249    -0.0026    -0.0068     0.0123
  18.079  0.853   0.309   0.896   2.124   6.50  5 6.10    5070.  4.55  11 11.9474  0.741    6.310    0.632  -0.973   0.286    96.551682   60.354782  213.896423   52.248093   2.0255  -8.1143   0.9953   1.7754   0.069    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0182     0.0027    -0.0147    -0.0172    -0.0171
  17.866  0.699   0.089   0.868   1.970   6.21  5 5.75    5316.  4.77  11 11.8236  0.648    5.982    0.667  -1.081   0.307    96.397507   60.210098  214.144821   52.308746   2.0504  -8.1135   1.0123   1.7945   0.072    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0283     0.0039     0.0064     0.0058     0.0094
  17.293  0.627   0.004   0.744   1.703   5.69  5 5.45    5544.  4.80  11 11.9909  0.794    5.637    0.713  -0.883   0.267    96.693848   59.749424  214.452072   52.755150   2.0535  -8.1206   1.0274   1.7888   0.073    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0324    -0.0429    -0.0082     0.0107     0.0249
  17.137  0.675   0.003   0.722   1.599   5.56  5 5.30    5685.  4.56  11 11.9692  0.812    5.456    0.743  -0.647   0.218    96.906197   60.051865  213.995590   52.593258   2.0353  -8.1222   1.0087   1.7785   0.071    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0396     0.0032    -0.0082    -0.0132     0.0246
  16.141  0.545  -0.027   0.596   1.416   4.54  5 4.80    6158.  4.17  11 12.0493  0.762    4.502    1.000  -0.338   0.246    95.911926   59.583382  215.122849   52.620285   2.0358  -8.1062   1.0252   1.7706   0.070    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0168    -0.0005     0.0288     0.0181    -0.0223
  20.873  1.386   1.140   1.714   3.522   9.21  5 7.00    3881.  4.94   8  9.9183  0.454    8.158    0.448  -0.514   0.233    96.320145   59.661854  214.782150   52.698105   2.0678  -8.1150   1.0381   1.7996   0.076    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0051     0.0078    -0.0175     0.0033    -0.0225
  15.775  0.456  -0.110   0.625   1.465   4.08  4 4.60    6155.  4.18   8 10.0004  1.008    3.912    1.312  -0.647   0.288    96.463684   59.941460  214.390594   52.534115   2.0996  -8.1184   1.0450   1.8322   0.065    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0137    -0.0237    -0.0083     0.0160    -0.0345
  21.321  1.283   1.081   1.625   3.339   9.63  5 6.90    4108.  5.21   9 13.9899  0.421    8.946    0.300  -0.679   0.256    96.049820   59.692398  214.917892   52.585072   2.0706  -8.1101   1.0391   1.8026   0.073    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0336    -0.0130     0.0300    -0.0032    -0.0196
  21.388  1.286   0.888   1.541   3.175   9.69  5 6.85    4007.  4.99   9 13.9648  0.418    8.779    0.318  -1.334   0.252    96.190765   59.295761  215.264099   52.929348   2.1057  -8.1159   1.0689   1.8255   0.067    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0112     0.0067    -0.0312    -0.0121    -0.0084
